arm,scenario,label,tier_km2,own_land_km2,registered_tier_km2,registered_own_km2,jaccard_vs_registered,jaccard_vs_step2_baseline,core_kept_frequent_pct,spike_in_tier_pct,spike_frequent_pct,spike_max_f,tier_share_in_spike_pct,tier_share_densest_refugia_pct,tier_multi_claim_pct,D,transboundary_share
registered_s0,s0,reference: the registered S0 run at SSP585 (identity shapes),42733,0,42733,0,1.0,0.7576621525302922,90.76865109269028,22.863247863247864,22.863247863247864,1.0,1.0015678749444223,78.69796176257225,89.40865373364846,0.8037202954292297,
registered_s2,s2,reference: the registered S2 run at SSP585 (identity shapes),30509,7796,30509,7796,1.0,0.5870764730649057,59.799958895663494,100.0,100.0,1.0,6.135894326264381,60.02818840342194,83.62122652332098,0.8533050417900085,
e20_log,s0,PF-1: saturating refugia (log1p(1/v)),36287,0,42733,0,0.8463911021800593,0.8411875252753527,86.91169418373639,24.412393162393162,24.412393162393162,1.0,1.2594041943395706,84.52338302973517,90.27750985201311,0.8379155993461609,
e20_consistent,s0,PF-2: consistent set -- saturating refugia + convex transbou,41111,4,42733,0,0.7576621525302922,1.0,87.17887237103514,100.0,100.0,1.0,4.553525820340055,73.89263214224904,87.24185741042544,0.81206214427948,
e20_consistent_target,s0,optional: the consistent set WITH R2's connectivity target (,46197,0,42733,0,0.8520138281477779,0.6553790148268932,91.36466397204906,6.997863247863248,6.997863247863248,1.0,0.28356819706907377,75.68889754745979,87.51867004350932,0.7759700417518616,
e20_pf3_A_s0,s0,"PF-3 A @ S0: five blocks at 20% (transboundary, corridors se",45137,12832,42733,0,0.3412605131805901,0.46259899269107496,62.947865999862984,100.0,100.0,1.0,4.147373551631699,41.26991160245475,73.25475773755456,0.7878487706184387,0.2
e20_pf3_A_s2,s2,"PF-3 A @ S2: five blocks at 20% (transboundary, corridors se",46902,31877,30509,7796,0.38794061749202136,0.2557857489370202,35.30862505994383,100.0,100.0,1.0,3.9913010106178843,20.95859451622532,62.5623640782909,0.780156672000885,0.25
e20_pf3_B_s0,s0,"PF-3 B @ S0: corridors removed, transboundary alone at the c",45749,12713,42733,0,0.34893435375186754,0.4677751867247964,65.20175378502432,100.0,100.0,1.0,4.091892718966535,41.64244027191851,73.94478567837548,0.7930309772491455,0.25
e20_pf3_B_s2,s2,"PF-3 B @ S2: corridors removed, transboundary alone at the c",73254,60954,30509,7796,0.19976643618620354,0.13694204195248036,23.213674042611494,100.0,100.0,1.0,2.5554918502743877,7.8630518469981165,52.12138586288803,0.6577274799346924,0.5
