realization,tail_cells,tail_threshold,tail_max,median_precision_in_tail,precision_at_top,distinct_levels_in_tail,share_of_tail_above_threshold_by_more_than_precision,share_of_tail_within_precision_of_threshold,spearman_tail_vs_other_realization,share_of_tail_in_other_realizations_tail,analog_distance_km_at_threshold,analog_distance_km_at_top
ssp585,5134,2.0069953128711613,10.327900462039398,0.05662839228677613,0.9696866177617601,146.93874950624962,94.2345149980522,5.765485001947799,0.5747252176013186,62.212699649396185,54.80829939888426,10.650761052966118
ssp245,9378,3.722249118640757,23.104979670475615,0.1888639243703577,4.853091687028104,102.62801970494789,89.58200042653017,10.417999573469823,0.21115499008800692,34.058434634250375,29.552025265887735,4.760878458619118
