,km2,m_soc theta-tail,connectivity spike (top 0.2%),refugia densest (area-matched to the m_soc tail),rare-attainable EFG footprint,rarest-EFG footprint (rare in the extent+250 km window: <= 1% of the window),multi-claim (>=2 themes top-30%)
core,29194.0,2.747139823251353,1.0276084126875384,82.33541138590121,75.42988285264094,0.0719325888881277,89.939713639789
core kept frequent under both,26101.0,2.904103291061645,0.49040266656449943,91.80874296003985,76.67139190069346,0.04980652082295698,89.93525152293016
core lost under the variant,398.0,0.7537688442211055,33.91959798994975,0.0,82.1608040201005,0.25125628140703515,90.95477386934674
core gained under the variant,572.0,3.6713286713286712,0.0,12.937062937062937,67.83216783216784,0.34965034965034963,82.16783216783216
S0 variant tier (all),46197.0,3.2123298049656905,0.28356819706907377,75.68889754745979,80.76931402472022,0.04978678269151677,87.51867004350932
S0 registered tier (all),42733.0,2.482858680644935,1.0015678749444223,78.69796176257225,80.54196990616151,0.03276156600285494,89.40865373364846
