,km2,m_soc theta-tail,connectivity spike (top 0.2%),refugia densest (area-matched to the m_soc tail),rare-attainable EFG footprint,rarest-EFG footprint (rare in the extent+250 km window: <= 1% of the window),multi-claim (>=2 themes top-30%)
core,29194.0,2.747139823251353,1.0276084126875384,82.33541138590121,75.42988285264094,0.0719325888881277,89.939713639789
core kept frequent under both,18490.0,2.8664142779881017,1.4223904813412656,92.09302325581396,72.89345592212007,0.06489994591671173,92.08220659816116
core lost under the variant,8009.0,2.884255212885504,0.0,86.59008615307778,85.66612560869022,0.0249719066050693,85.02934199026096
core gained under the variant,545.0,0.9174311926605505,6.7889908256880735,0.0,76.88073394495413,0.3669724770642202,97.61467889908258
S0 variant tier (all),45749.0,2.657981595226125,4.091892718966535,41.64244027191851,76.69457255896303,0.23169905353122472,73.94478567837548
S0 registered tier (all),42733.0,2.482858680644935,1.0015678749444223,78.69796176257225,80.54196990616151,0.03276156600285494,89.40865373364846
