block_out,mean_lat,delta_lat,jaccard_vs_s0,basis
core_habitat,53.58205795288086,0.6556205749511719,0.6020623919719421,v3.1
connectivity,51.16481399536133,-1.7616233825683594,0.7668350032040234,v3.1
biodiversity,55.18709945678711,2.260662078857422,0.7572533626612306,v3.1
carbon,52.017616271972656,-0.9088211059570312,0.8665306222200498,v3.1
efg,53.0699577331543,0.14352035522460938,0.9588756857685866,v3.1
