number,name,act,act_v16,n_components,driving_label,driving,area_km2,mean_guarded_F,min_guarded_F,pct_core habitat,pct_connectivity,pct_biodiversity,pct_carbon,pct_representativeness,pct_naturalness,ratio_core habitat,ratio_connectivity,ratio_biodiversity,ratio_carbon,ratio_representativeness,ratio_naturalness,efg_classes_present,driver_m_soc theta-tail,driver_connectivity spike (top 0.2%),driver_refugia densest (area-matched to the m_soc tail),driver_rare-attainable EFG footprint,driver_rarest-EFG footprint (rare in the extent+250 km window: <= 1% of the window),pct_adequacy_forced,pct_forced_any_formulation,adequacy_pin,adequacy_pin_class,mean_lat,pct_within_5km_of_PA,pct_in_proposed_IPCA,n_formulations_frequent
245-3,NE of Gospel Hump Wilderness (45.7°N 115.4°W),Act 1 (245),Act 1 core (SSP245),8,all formulations,all formulations,7425.0,0.6517237424850464,0.03594771400094032,0.6884872913360596,0.37102192640304565,0.8355242013931274,0.348734974861145,0.8592965006828308,0.2762322723865509,2.5718905988359966,0.8947433472472976,1.3298486823240956,0.2314125809571665,1.2830491065979004,0.9893031343590798,11,0.0,0.21548821548821548,33.54882154882155,100.0,0.0404040404040404,0.0,0.0,False,,45.58197021484375,24.35016835016835,0.0,6
245-4,N of Granby Park (49.8°N 118.5°W),Act 1 (245),Act 1 core (SSP245),3,all formulations,all formulations,3237.0,0.6580065488815308,0.07189542800188065,0.8707308173179626,0.37268364429473877,0.9538958072662354,0.5287103056907654,0.5794708728790283,0.16967006027698517,2.1478265611370753,0.7891305763738264,1.4599389466011883,0.7446260881990354,0.9233145117759705,0.8811072661672458,5,0.3089280197713933,0.0,24.68334877973432,36.886005560704355,0.0,0.0,0.0,False,,49.74052047729492,24.590670373802904,0.0,5
245-5,SW of Wells Gray Park (51.7°N 120.3°W),Act 1 (245),Act 1 core (SSP245),6,all formulations,all formulations,2484.0,0.7120940089225769,0.08496732264757156,0.9130815863609314,0.33722326159477234,0.9048126935958862,0.508970320224762,0.7828567028045654,0.13970503211021423,2.447834509788598,0.7228065953515997,1.4012647310841508,0.8134489388238865,1.1548608541488647,0.8589268341038411,7,0.0,0.0,30.83735909822866,60.6682769726248,2.1739130434782608,0.0,0.0,False,,51.32200622558594,29.951690821256037,0.0,6
245-6,NE of Frank Church River Of No Return Wilderness (45.6°N 114.4°W),Act 1 (245),Act 1 core (SSP245),3,all formulations,all formulations,1011.0,0.800991415977478,0.31699347496032715,0.9820590615272522,0.29785463213920593,0.864222526550293,0.37356168031692505,0.9333955645561218,0.4366227686405182,3.8206062181188027,0.7336992836896812,1.3572122224282026,0.1586074931906494,1.3870651721954346,1.0343834047639247,8,0.0,0.19782393669634024,88.62512363996044,100.0,0.0,0.0,0.0,False,,45.420963287353516,46.19188921859545,0.0,8
,SW of Frank Church River Of No Return Wilderness (44.6°N 116.0°W),Act 1 (245),Act 1 core (SSP245),1,all formulations,all formulations,564.0,0.6361714005470276,0.19117647409439087,0.9039120674133301,0.2538906931877136,0.6860209703445435,0.39692801237106323,0.982973575592041,0.1303139328956604,2.253656806954367,0.6592945257792073,1.1783607930606654,0.19425440962207846,1.71053147315979,0.8756606811401443,7,0.0,0.0,24.46808510638298,100.0,0.0,0.0,0.0,False,,44.55596160888672,0.0,0.0,5
,S of Anaconda Pintler Wilderness (45.5°N 113.6°W),Act 1 (245),Act 1 core (SSP245),2,all formulations,all formulations,482.0,0.6476114392280579,0.4771241843700409,0.9317010045051575,0.25795504450798035,0.6317318677902222,0.27597862482070923,0.7211546897888184,0.25374966859817505,2.4784158471348734,0.6341492578379292,1.1182937649659674,0.058639059308432114,1.1315416097640991,0.9860637496025787,8,0.0,0.0,22.821576763485478,100.0,0.0,0.0,0.0,False,,45.48488235473633,0.0,0.0,6
,SE of Cabinet Mountains Wilderness (47.9°N 114.9°W),Act 1 (245),Act 1 core (SSP245),2,all formulations,all formulations,482.0,0.6438722610473633,0.2679738700389862,0.9355433583259583,0.3338298201560974,0.9082813858985901,0.42377907037734985,0.44343793392181396,0.3451972007751465,2.281424409814386,0.7180537609583011,1.4230397627886073,0.2022812711928917,0.7681268453598022,1.0268615352744346,4,0.0,0.0,12.655601659751037,9.54356846473029,0.0,0.0,0.0,False,,47.927738189697266,0.0,0.0,6
,SE of Sawtooth Wilderness (43.9°N 114.8°W),Act 1 (245),Act 1 core (SSP245),3,all formulations,all formulations,419.0,0.7421888113021851,0.29411762952804565,0.9791364073753357,0.09381616115570068,0.7083214521408081,0.32498496770858765,0.9334204792976379,0.3215235471725464,3.7357327927647215,0.34297929135574917,1.1873916803629445,0.08819560859093456,1.4727014303207397,1.0206014596964592,7,0.0,0.0,85.20286396181385,100.0,0.0,0.0,0.0,False,,44.067562103271484,46.30071599045346,0.0,7
,S of Graham Laurier Park (56.3°N 123.5°W),Act 1 (245),Act 1 core (SSP245),1,all formulations,all formulations,384.0,0.5324286818504333,0.1797385811805725,0.8032443523406982,0.5597122311592102,0.3774656057357788,0.7317624092102051,0.9058477282524109,0.8012242317199707,1.4618736189275943,0.9586586026783794,0.8698720455726986,1.6905998624969956,1.3848989009857178,1.0488324497336052,6,1.3020833333333335,0.0,2.604166666666667,96.875,0.0,0.0,0.0,False,,56.27943801879883,18.229166666666664,0.0,4
,NE of North Absaroka Wilderness (44.9°N 109.6°W),Act 1 (245),Act 1 core (SSP245),1,all formulations,all formulations,275.0,0.4969280958175659,0.28594771027565,0.7249605059623718,0.03688332438468933,0.6825670003890991,0.36580169200897217,0.9844411611557007,0.3311193883419037,1.4159085047573121,0.2585364887250935,1.1492471740515704,0.10041146223729158,1.8023273944854736,1.0238181524579961,8,0.0,0.0,7.636363636363637,100.0,0.0,0.0,0.0,False,,44.854942321777344,66.9090909090909,0.0,5
,SE of Washakie Wilderness (44.0°N 109.3°W),Act 1 (245),Act 1 core (SSP245),1,all formulations,all formulations,184.0,0.7090526819229126,0.3202614486217499,0.9720986485481262,0.014953956939280033,0.39357420802116394,0.48687127232551575,0.9287201166152954,0.45232337713241577,3.2938388349964485,0.2028687698097464,0.8359425066872113,0.25658776455451027,1.3612719774246216,1.0377674130490353,5,0.0,0.0,59.2391304347826,100.0,0.0,0.0,0.0,False,,43.955360412597656,83.69565217391305,0.0,7
,S of Hells Canyon Wilderness (44.8°N 116.7°W),Act 1 (245),Act 1 core (SSP245),1,all formulations,all formulations,107.0,0.5623969435691833,0.14215688407421112,0.8943982720375061,0.08734366297721863,0.8859720230102539,0.31979963183403015,0.7112255096435547,0.33227717876434326,1.8916009065043553,0.37517087465632776,1.3738648634180959,0.07323133288617481,1.020065188407898,1.02645851981223,4,0.0,0.0,4.672897196261682,100.0,0.0,0.0,0.0,False,,44.7824592590332,33.64485981308411,0.0,5
,N of Selway Bitterroot Wilderness (46.4°N 114.7°W),Act 1 (245),Act 1 core (SSP245),1,all formulations,all formulations,101.0,0.4425354301929474,0.3366013467311859,0.4042901396751404,0.43901559710502625,0.9232869148254395,0.359499990940094,0.934364914894104,0.3222123980522156,0.6860960589137137,0.9224372171758884,1.4128103950181221,0.32544304817310665,1.3894239664077759,1.0245124524333407,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,False,,46.426143646240234,100.0,0.0,4
585-1,S of Tahltan - Sacred Headwaters (Klappan) (56.9°N 129.2°W),Act 1 (585),Act 1 core (SSP585),14,all formulations,all formulations,13866.0,0.7421603202819824,0.06535948067903519,0.974417507648468,0.6592740416526794,0.31692230701446533,0.63604736328125,0.8330104947090149,0.7932111620903015,3.3384750683704953,1.263405411861805,0.8108625951275217,1.4280124811259882,1.263994574546814,1.0490992670456607,7,3.4472811192845807,0.10817827780181738,78.35713255444973,87.1412087119573,0.0,0.0,0.0,False,,56.84687423706055,7.9186499350930335,15.152170777441224,8
585-2,Purcell Wilderness Conservancy Park vicinity (50.1°N 116.4°W),Act 1 (585),Act 1 core (SSP585),7,all formulations,all formulations,11522.0,0.8165532946586609,0.19771242141723633,0.9787815809249878,0.4085243046283722,0.7471731901168823,0.6019210815429688,0.7502931952476501,0.4545857310295105,4.120147241532625,0.9588982520459894,1.2277936078550602,1.1289795114367436,1.170294165611267,0.9889748178496416,8,2.3607012671411214,1.0762020482555112,84.13469883700746,65.66568304113869,0.0,0.0,0.0,False,,50.61288070678711,26.575247352890123,7.333796215934734,10
585-3,NW of Frank Church River Of No Return Wilderness (45.3°N 115.7°W),Act 1 (585),Act 1 core (SSP585),3,all formulations,all formulations,1947.0,0.8942683339118958,0.32189545035362244,0.9918904304504395,0.32664406299591064,0.8542648553848267,0.4015483856201172,0.9408754706382751,0.4008578360080719,5.73433725172723,0.813516868985285,1.343384942896597,0.1971175916758816,1.4270349740982056,1.029407363563519,8,0.0,0.30816640986132515,97.0210580380072,100.0,0.0,0.0,0.0,False,,45.294349670410156,51.30970724191063,0.0,12
585-4,E of Frank Church River Of No Return Wilderness (45.0°N 114.3°W),Act 1 (585),Act 1 core (SSP585),4,all formulations,all formulations,1342.0,0.7503494620323181,0.33169934153556824,0.9861760139465332,0.258659303188324,0.8840015530586243,0.3457343578338623,0.9312596917152405,0.4177655875682831,3.9260524052482735,0.6675335941289098,1.3801741097387796,0.13543350173600835,1.374973177909851,1.0329681845812915,8,0.0,0.29806259314456035,95.52906110283159,100.0,0.0,0.0,0.0,False,,45.307125091552734,34.12816691505216,0.0,6
585-5,NW of Anaconda Pintler Wilderness (46.1°N 113.8°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,612.0,0.6795623898506165,0.4575163424015045,0.979320228099823,0.4706391394138336,0.8859294056892395,0.35474711656570435,0.9298945665359497,0.3886949419975281,3.2331840365188205,1.3738635568253519,1.3777571281323988,0.21675792155875728,1.3671287298202515,1.0330883750044841,6,0.0,3.2679738562091507,94.93464052287581,100.0,0.0,0.0,0.0,False,,46.10680389404297,16.666666666666664,0.0,5
585-6,NW of Granby Park (49.8°N 118.7°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,598.0,0.7399939298629761,0.5571895241737366,0.970605731010437,0.38394486904144287,0.9372289180755615,0.5026101469993591,0.6562449932098389,0.13467982411384583,2.9167308065569686,0.8018436280989584,1.4498989138070242,0.6822469666118475,1.018006682395935,0.852935209053175,5,0.0,0.0,76.75585284280938,65.21739130434783,0.0,0.0,0.0,False,,49.84205627441406,51.33779264214047,0.0,8
,NE of Sawtooth Wilderness (44.1°N 114.9°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,583.0,0.7271382212638855,0.46568629145622253,0.9904548525810242,0.14813795685768127,0.6528945565223694,0.35027015209198,0.9664087891578674,0.30223551392555237,4.155720683755002,0.44961798611893933,1.132774299431091,0.11034556213389332,1.597880482673645,1.0168678756709515,7,0.0,0.0,99.65694682675816,100.0,0.0,0.0,0.0,False,,44.129608154296875,54.373927958833626,0.0,6
,N of Eagle Cap Wilderness (45.4°N 117.4°W),Act 1 (585),Act 1 core (SSP585),2,all formulations,all formulations,340.0,0.8578767776489258,0.4673202335834503,0.9886502623558044,0.29396289587020874,0.7429757714271545,0.38746964931488037,0.8252190351486206,0.16862811148166656,4.463549636639417,0.8059817876195471,1.233368156128005,0.15129992328912464,1.1972405910491943,0.8872950966064868,6,0.0,0.8823529411764706,96.47058823529412,100.0,0.0,0.0,0.0,False,,45.40917205810547,42.64705882352941,0.0,11
,E of White Goat (52.3°N 116.6°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,324.0,0.6903292536735535,0.38725486397743225,0.9619390964508057,0.5063698887825012,0.6620123982429504,0.6608666777610779,0.7292945981025696,0.6482787132263184,2.748479508448365,1.6052694143775106,1.1410590929422757,1.8077701425909596,1.123252511024475,1.0441655283346551,7,10.185185185185185,10.493827160493826,42.592592592592595,83.9506172839506,0.0,0.0,0.0,False,,52.25548553466797,44.44444444444444,0.0,6
,SW of Wells Gray Park (51.6°N 120.4°W),Act 1 (585),Act 1 core (SSP585),2,all formulations,all formulations,268.0,0.8458443284034729,0.6241829991340637,0.9794692993164062,0.3763108551502228,0.8972095251083374,0.5198360681533813,0.9315313696861267,0.14559517800807953,3.3183358715118714,0.781713075218404,1.3911677387424914,0.8480836207234393,1.375292420387268,0.8498645204898971,6,0.0,0.0,90.29850746268657,100.0,0.0,0.0,0.0,False,,51.474456787109375,62.68656716417911,0.0,10
,SW of Valhalla Park (49.6°N 117.9°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,178.0,0.9069270491600037,0.4624182879924774,0.9794902801513672,0.33777040243148804,0.8599884510040283,0.6886448264122009,0.527516782283783,0.42016229033470154,4.6790282693515985,0.7120218386726591,1.3503785778213098,1.3091797362109994,0.844294548034668,1.0249859203127725,4,5.617977528089887,0.0,87.07865168539325,0.5617977528089888,0.0,0.0,0.0,False,,49.55745315551758,0.0,0.0,12
,N of Granby Park (50.7°N 119.5°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,170.0,0.9571703672409058,0.6421568989753723,0.9898913502693176,0.36376139521598816,0.9269888401031494,0.48750028014183044,0.8680179119110107,0.08593165129423141,4.7629832826386105,0.7659426293870754,1.4444687584382354,0.7489838986776376,1.266518473625183,0.8305306981492525,6,0.0,0.0,96.47058823529412,100.0,6.470588235294119,0.0,0.0,False,,50.67045593261719,0.0,0.0,12
,S of Wells Gray Park (51.0°N 119.6°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,130.0,0.9419558048248291,0.6797385811805725,0.9854260683059692,0.23858989775180817,0.906744122505188,0.5551714897155762,0.6969953179359436,0.13642668724060059,4.370932068537797,0.567449051094735,1.4038822045314223,0.9834836409967563,1.0054689645767212,0.8930424106299272,5,0.0,0.0,89.23076923076924,6.153846153846154,0.7692307692307693,0.0,0.0,False,,51.04692840576172,0.0,0.0,11
,W of Eagle Cap Wilderness (45.1°N 118.5°W),Act 1 (585),Act 1 core (SSP585),1,all formulations,all formulations,110.0,0.7934789061546326,0.6830065250396729,0.9893811345100403,0.29708656668663025,0.9126051068305969,0.2575241029262543,0.7521514892578125,0.21242190897464752,3.920614644753516,0.6899723354638555,1.4089177806286508,0.06012991643288189,1.0797075033187866,0.9979538236896116,4,0.0,0.0,100.0,100.0,0.0,0.0,0.0,False,,45.08427810668945,0.0,0.0,7
5,Tahltan - Sacred Headwaters (Klappan) vicinity (57.0°N 128.9°W),Act 2,Act 2 scenario,10,Core-habitat-forward,s1,12198.0,0.5796545147895813,0.06535948067903519,0.9473591446876526,0.6378063559532166,0.3670242130756378,0.587374746799469,0.7889329791069031,0.7755699753761292,2.534299860039124,1.1834607843322342,0.867998309765835,1.000061332163051,1.1868667602539062,1.0483617239876049,7,0.5656665027053616,0.0,32.59550746023938,85.08771929824562,0.0,0.0,0.0,False,,56.97170639038086,11.715035251680602,20.527955402525002,4
6,Purcell Wilderness Conservancy Park vicinity (49.9°N 116.3°W),Act 2,Act 2 scenario,9,Core-habitat-forward,s1,8680.0,0.5705788135528564,0.10457516461610794,0.9259465336799622,0.3652641475200653,0.7187049984931946,0.6040843725204468,0.747324526309967,0.3785623013973236,2.3000964145900125,0.801366249567211,1.1997994556701985,1.250026570659277,1.1525001525878906,0.9533088372667781,9,3.5829493087557602,0.0576036866359447,20.241935483870968,71.73963133640552,0.0,0.0,0.0,False,,50.5337028503418,23.06451612903226,3.69815668202765,2
,Frank Church River Of No Return Wilderness vicinity (44.6°N 114.5°W),Act 2,Act 2 scenario,6,Core-habitat-forward,s1,8457.0,0.5104029178619385,0.2222222536802292,0.9605437517166138,0.18317778408527374,0.7642507553100586,0.3374132513999939,0.8920829892158508,0.37427806854248047,2.728275819837306,0.49912833939135215,1.2500924864576168,0.11466189411153212,1.3639286756515503,1.0266509205116017,9,0.0,0.0354735721887194,45.86732884001419,99.46789641716921,0.0,0.0,0.0,False,,45.0994873046875,25.30448149461984,0.0,2
11,E of Fishing Branch Wilderness Preserve (66.6°N 134.1°W),Act 2,Act 2 scenario,3,Carbon-forward,s4,4886.0,0.37465253472328186,0.0,0.022175012156367302,0.7458640933036804,0.03835956007242203,0.7996614575386047,0.6222352981567383,0.6375133991241455,0.3549465963432141,1.4152110117975478,0.4714813273855265,9.325697748326707,0.9394482374191284,1.0463886095867025,4,97.95333606221858,0.30699959066721244,0.0,85.46868604175194,0.0,0.0,0.0,False,,66.55014038085938,0.0,0.0,2
12,E of Nahanni National Park Reserve Of Canada (61.5°N 121.9°W),Act 2,Act 2 scenario,3,Carbon-forward,s4,4318.0,0.3347626328468323,0.0,0.11701396107673645,0.5552821755409241,0.34170761704444885,0.8531557321548462,0.6763013005256653,0.6003571152687073,0.44040603737831746,1.0912942649518738,0.859858022072914,7.923229640238563,1.0029441118240356,1.0427300480939632,5,91.91755442334414,0.02315886984715146,0.0,100.0,0.0,0.0,0.0,False,,61.528202056884766,0.0,0.0,2
,E of Nj ‘Iinlii” Jjik (Fishing Branch) Habitat Protection Area (66.9°N 137.7°W),Act 2,Act 2 scenario,2,Carbon-forward,s4,3842.0,0.3204383850097656,0.0,0.03133764863014221,0.5321047902107239,0.05510655790567398,0.7980532646179199,0.31341779232025146,0.5556960701942444,0.3628329333282996,1.012138140519505,0.5204781754379951,8.552002540604867,0.622664213180542,1.0443128425413766,5,95.08068714211349,0.10411244143675169,0.0,31.337844872462263,0.0,0.0,0.0,False,,66.83038330078125,1.0931806350858928,0.0,2
7,NW of Wilps Gwininitxw (56.6°N 128.3°W),Act 2,Act 2 scenario,2,Connectivity-forward,s2,2677.0,0.622447669506073,0.1388888955116272,0.9240591526031494,0.7490330338478088,0.4173749089241028,0.519934356212616,0.7300909161567688,0.8376874327659607,2.4685863181751344,1.6041181357190373,0.9135293866691334,0.8249520313144187,1.098120927810669,1.0518463777223883,7,0.0,0.709749719835637,36.533432947329096,81.17295480014943,0.0,0.0,0.0,False,,56.633453369140625,7.060141949943967,15.240941352259993,4
,W of Wilps Gwininitxw (56.3°N 128.5°W),Act 2,Act 2 scenario,3,Carbon-forward,s4,2636.0,0.5893516540527344,0.06535948067903519,0.8893011212348938,0.5557700991630554,0.48236149549484253,0.4963506758213043,0.6883441209793091,0.6901270151138306,2.2030466977084444,1.1536127082846792,0.9707505813790798,1.1767946059264365,1.06045401096344,1.037382211384919,7,0.0,0.18968133535660092,24.8103186646434,60.69802731411229,0.0,0.0,0.0,False,,56.305198669433594,8.23216995447648,10.849772382397573,2
,E of Nááts’Ihch’Oh National Park Reserve Of Canada (63.9°N 124.6°W),Act 2,Act 2 scenario,5,Carbon-forward,s4,2079.0,0.25112077593803406,0.0,0.06803085654973984,0.46950650215148926,0.16788531839847565,0.7997381091117859,0.5998867750167847,0.6830742955207825,0.3934867090520012,0.918430724910395,0.6552940377118925,7.178376831620237,0.9587187170982361,1.0476233770590089,5,93.02549302549302,0.0,0.0,72.91967291967292,0.0,0.0,0.0,False,,63.64580154418945,0.0,0.0,2
,Purcell Wilderness Conservancy Park vicinity (50.2°N 116.5°W),Act 2,Act 2 scenario,5,Carbon-forward,s4,1796.0,0.6041648387908936,0.23039214313030243,0.8951093554496765,0.31317928433418274,0.6283185482025146,0.6824451088905334,0.7540294528007507,0.4905017018318176,2.1119498777367607,0.7013641826563344,1.1086989674787309,2.0290273783267385,1.1679725646972656,0.9901166378216569,8,10.022271714922049,0.16703786191536749,18.875278396436528,71.88195991091314,0.0,0.0,0.0,False,,50.673789978027344,14.420935412026726,5.456570155902004,4
