act,key,cid,cells,km2,meanF,minF,row,col,kept,lat,lon,name,complex,core_overlap_pct,residual_km2
Act 1 (585),ensemble_585,455,2,2.0,0.7107843160629272,0.7091503,2814.0,573.5,False,44.8989283484992,-118.17424526187692,,-1,,
Act 1 (585),ensemble_585,58,2,2.0,0.7075163722038269,0.70261437,1209.5,292.5,False,57.397267045652534,-129.15520386290646,,-1,,
Act 1 (585),ensemble_585,30,2,2.0,0.705882340669632,0.70261437,1070.5,238.0,False,58.37704824012071,-130.86751038154162,,-1,,
Act 1 (585),ensemble_585,457,1,1.0,1.0,1.0,2816.0,812.0,False,45.317557266369754,-115.02165387127117,,-1,,
Act 1 (585),ensemble_585,53,1,1.0,0.9313725829124451,0.9313726,1189.0,202.0,False,57.287289290389694,-130.71474717312321,,-1,,
Act 1 (585),ensemble_585,169,1,1.0,0.9313725829124451,0.9313726,1908.0,773.0,False,52.789593958718385,-118.42121218860908,,-1,,
Act 1 (585),ensemble_585,414,1,1.0,0.9313725829124451,0.9313726,2769.0,754.0,False,45.60687522929193,-115.92372648197778,,-1,,
Act 1 (585),ensemble_585,425,1,1.0,0.915032684803009,0.9150327,2775.0,825.0,False,45.679545147609026,-114.95934271045753,,-1,,
Act 1 (585),ensemble_585,168,1,1.0,0.9117646813392639,0.9117647,1902.0,776.0,False,52.84574249381554,-118.39776343605566,,-1,,
Act 1 (585),ensemble_585,145,1,1.0,0.9084967970848083,0.9084968,1427.0,571.0,False,56.355688382245674,-123.56267701535118,,-1,,
Act 1 (585),ensemble_585,424,1,1.0,0.898692786693573,0.8986928,2775.0,823.0,False,45.676179363859035,-114.98608194238764,,-1,,
Act 1 (585),ensemble_585,65,1,1.0,0.8954248428344727,0.89542484,1254.0,216.0,False,56.79769630382126,-130.10503553127708,,-1,,
Act 1 (585),ensemble_585,399,1,1.0,0.8921568393707275,0.89215684,2755.0,628.0,False,45.49060556355527,-117.63926243253431,,-1,,
Act 1 (585),ensemble_585,191,1,1.0,0.8823530077934265,0.882353,1986.0,784.0,False,52.16048945612552,-117.97731175624503,,-1,,
Act 1 (585),ensemble_585,253,1,1.0,0.8823530077934265,0.882353,2159.0,815.0,False,50.77814130740643,-116.93322837427355,,-1,,
Act 1 (585),ensemble_585,335,1,1.0,0.8594771027565002,0.8594771,2294.0,691.0,False,49.418896581776494,-118.26493808635095,,-1,,
Act 1 (585),ensemble_585,351,1,1.0,0.8562090992927551,0.8562091,2340.0,695.0,False,49.04622021918595,-118.05376423882124,,-1,,
Act 1 (585),ensemble_585,449,1,1.0,0.843137264251709,0.84313726,2805.0,801.0,False,45.39013063780246,-115.19775147138837,,-1,,
Act 1 (585),ensemble_585,450,1,1.0,0.843137264251709,0.84313726,2806.0,803.0,False,45.385241684848104,-115.16842728598009,,-1,,
Act 1 (585),ensemble_585,434,1,1.0,0.8267974257469177,0.8267974,2782.0,657.0,False,45.32283955898322,-117.17337002723879,,-1,,
Act 1 (585),ensemble_585,429,1,1.0,0.8235294222831726,0.8235294,2778.0,684.0,False,45.40607643192459,-116.82786968271151,,-1,,
Act 1 (585),ensemble_585,391,1,1.0,0.8202614188194275,0.8202614,2744.0,882.0,False,46.03111931956831,-114.27716618839266,,-1,,
Act 1 (585),ensemble_585,348,1,1.0,0.8137255311012268,0.81372553,2333.0,677.0,False,49.06860989791304,-118.33065173236703,,-1,,
Act 1 (585),ensemble_585,255,1,1.0,0.8071895241737366,0.8071895,2165.0,813.0,False,50.724439063297865,-116.94273497225869,,-1,,
Act 1 (585),ensemble_585,319,1,1.0,0.8039215207099915,0.8039215,2269.0,803.0,False,49.84066757742943,-116.75144812700516,,-1,,
Act 1 (585),ensemble_585,36,1,1.0,0.8006536364555359,0.80065364,1109.0,198.0,False,57.93177240964545,-131.27061284462982,,-1,,
Act 1 (585),ensemble_585,203,1,1.0,0.8006536364555359,0.80065364,2002.0,655.0,False,51.76303667119235,-119.83092692362534,,-1,,
Act 1 (585),ensemble_585,419,1,1.0,0.7973856329917908,0.79738563,2771.0,754.0,False,45.59031826515069,-115.91804285357316,,-1,,
Act 1 (585),ensemble_585,174,1,1.0,0.7908496856689453,0.7908497,1927.0,744.0,False,52.572246863645255,-118.78782503303977,,-1,,
Act 1 (585),ensemble_585,397,1,1.0,0.787581741809845,0.78758174,2753.0,648.0,False,45.54518232144717,-117.38025930964191,,-1,,
