scenario_id,scenario_name,climate_level,carbon_regime,config,extent_id,mirror_spec_version,lock_rule,budget_semantics,budget_level,budget_cells,budget_pct,weight_vector,target_vector,influence_profile_intended,k_requested,band_gap_g,applied_band_g,floor_g,opt_gap,numeric_focus,dust_rule_version,estimator,verdict_rule,solver,seed_policy,input_layer_hashes,anchor_ref,twin_ref,mga_ref,pipeline_git_sha,pipeline_module_sha256,created_utc,frozen,formulation_id,role,applied_band_rule,manifest_version,efg_block_version,efg_block_sha256,efg_features,efg_target_rule,supersedes,trigger
s0,S0_balanced,ssp585_2071_2100,theta5_amount,ab_l,ab_y2y_v1,v0.5,"pa_mask (inherited, D-AB2)",locked + X*unlocked (D-AB5 v2),A,38055,0.4470064487331587,"{""climate_type_macrorefugia"": 1.037998, ""transboundary_connectivity"": 0.30626, ""climate_corridors"": 1.597804, ""irrecoverable_carbon_m_soc"": 0.219191, ""irrecoverable_carbon_biomass"": 0.1719, ""aoh_richness_birds"": 1.38582, ""aoh_richness_mammals"": 2.281027}","{""irrecoverable_carbon_m_soc"": 0.322, ""T6.1.web.map_v1.0"": 0.7193, ""T6.3.web.map_v1.0"": 0.4211, ""T6.2.web.alt_v2.0"": 0.3406, ""T4.4.web.orig_v1.0"": 0.3075, ""S1.1_SF1.1.web.merged_v3"": 0.2857, ""TF1.6_TF1.7.web.merged_v3"": 0.2091, ""SF1.2.web.orig_v1.0"": 0.2028, ""T5.1.web.mix_v1.0"": 0.1893, ""F1.3.web.map_v1.0"": 0.1837, ""T2.2.web.mix_v1.0"": 0.158, ""T6.4.web.orig_v1.0"": 0.1, ""F2.4.web.mix_v1.0"": 0.1, ""T2.1.web.mix_v1.0"": 0.1}","{""climate_type_macrorefugia"": 0.25, ""transboundary_connectivity"": 0.125, ""climate_corridors"": 0.125, ""irrecoverable_carbon_m_soc"": 0.168657, ""irrecoverable_carbon_biomass"": 0.081342, ""aoh_richness_birds"": 0.125, ""aoh_richness_mammals"": 0.125}",50,0.05,0.02,0.05,0.0001,2,1e-9 / AB re-run 2026-09-03 (0 cells zeroed),mga_maxham_v1,v2_8db80fed1c702638,gurobi,deterministic (MGA warm-start chain; no RNG),"{""human_modification"": ""25412ff8ff9946d453faf85ccd681fad9a4b2f0cc93f419432a4da8fea6d3933"", ""transboundary_connectivity"": ""5b2abbebddd734d733eaa625c0e7690cb1bbbbd7de83a3cf5e76c99acbbd7033"", ""climate_corridors"": ""ecd96fe7f2659c81c0d8cd85ec18b6bade2dd0b4e6fa835823172eb50d2b1e56"", ""climate_type_macrorefugia"": ""73ae969dd3064a41a1e6a110e4050c39262477a6ac419a2bd157cfd51fc2909c"", ""irrecoverable_carbon_biomass"": ""33cf20e0b2adb115e7ad4d755490136930b138e998759c04cb87c92fddf470c8"", ""irrecoverable_carbon_m_soc"": ""b34186921d77bfc98b664d5bbf2ee896010c21bc4b049135358ef540cc5fb1a2"", ""aoh_richness_mammals"": ""b85a1511e118deb16539c165bef93be270c3c7042f03424900879bae0ec31849"", ""aoh_richness_birds"": ""6e9f8e8a8894af775297ba2f18b5b4a777047837ed2a086c7bf090010f39526b"", ""F1.3.web.map_v1.0"": ""941628ba01ffb13551cba2313cbd0fc7ffacef1b80341c4f8196d3f394a3f76a"", ""F2.4.web.mix_v1.0"": ""f70d4978820d8aee7d2fc28e40d3e04f6870bf6139ff9404de7c88fccaecd1ae"", ""S1.1_SF1.1.web.merged_v3"": ""231cf018ed9bff5f35b0c93619537c32de9631a5233fee58b97bb913e99c46e8"", ""SF1.2.web.orig_v1.0"": ""dd6e87141363776ec725ec0f5374c6d5834e3dc1b652ceea96d0c9a3e1aff151"", ""T2.1.web.mix_v1.0"": ""9d46054a5cfd725bd314a2a96e9394d1bcaaf5f7621f427809e3070877b1fb1c"", ""T2.2.web.mix_v1.0"": ""f97a8f67c54235f02e409620b567d18ac51f9a83c2de5fbf9e2883ba322cf130"", ""T4.4.web.orig_v1.0"": ""8e1029201e989df66098c37f795b65848a3acb36b7206b55173984f65e21ee80"", ""T5.1.web.mix_v1.0"": ""2884db5c8cf7dee8259120359555709732ce9faf4e12ab2a521ed712c288351f"", ""T6.1.web.map_v1.0"": ""8669f2b5b48cc3e71e008de45b7dde1184a3c3b2e93ce42758bd77758877760f"", ""T6.2.web.alt_v2.0"": ""f8be998a2a58822a18e2c416dd266db7d137272375a1bb23eba06e7d11bd5e01"", ""T6.3.web.map_v1.0"": ""6f56e431233fee946a1874f8319b0a422f93039793abcd07010002fdf28e9bcb"", ""T6.4.web.orig_v1.0"": ""4710b196c015bef9dd015b30903d3c04adc5d882a79578e143b94a784c005240"", ""TF1.6_TF1.7.web.merged_v3"": ""ada908375f6309cb35794d8d1754b8e740812f85c149ca577b88ffe3c50fa0e7""}",,,,3e8b8b96b9ae3105080f0185554e13b9d1595c87,"{""config.py"": ""95832c6d4fa10d34e770047167eea4465acbadf7f00146242d03d0272aa76c42"", ""leverage_core.py"": ""e55e09639eaa8cb7ff8a19cc5232f6db4847b899000ae1f6ed10601219fd589d"", ""ensemble_core.py"": ""aa138bb7cd5c0b886049937c477c125e6effcef58b63a87694e8ab911fe07cf0"", ""prioritizr_core.R"": ""2ce740e9d22f7f63b3b760c054e7455af38855a7ba12f638a66c2f2a8dba6f5f"", ""mga_core.R"": ""7a65f937e91d8a745da0b18d47884053be9cf062fb1c91b2473a11493655ec1f""}",2026-09-15T18:17:27.784822+00:00,True,s0_ssp585_theta5,design,"D-AB13: guarded g = 5% (mirror) unless the 5% frequent tier is flat (< 100 km2), then g = 2% (D-AB10); decided in 11",3.1,v3,c8ee930b64e00bcaa835fb14d7ab6e9619db39b888a4a30d01f5df5e87cb4565,"[""F1.3.web.map_v1.0"", ""F2.4.web.mix_v1.0"", ""S1.1_SF1.1.web.merged_v3"", ""SF1.2.web.orig_v1.0"", ""T2.1.web.mix_v1.0"", ""T2.2.web.mix_v1.0"", ""T4.4.web.orig_v1.0"", ""T5.1.web.mix_v1.0"", ""T6.1.web.map_v1.0"", ""T6.2.web.alt_v2.0"", ""T6.3.web.map_v1.0"", ""T6.4.web.orig_v1.0"", ""TF1.6_TF1.7.web.merged_v3""]",loglinear_window250km_alberta_extent,v1 0fc766674b2cb44a,AB spec v0.5 (parent study plan v0.17-v0.17.3; R7.9-R7.11 / R10.18): R0 curation 27 -> 15 classes / 13 features + window-derived targets
s1,S1_core_habitat,ssp585_2071_2100,theta5_amount,ab_l,ab_y2y_v1,v0.5,"pa_mask (inherited, D-AB2)",locked + X*unlocked (D-AB5 v2),A,38055,0.4470064487331587,"{""climate_type_macrorefugia"": 2.401713, ""transboundary_connectivity"": 0.236208, ""climate_corridors"": 1.232331, ""irrecoverable_carbon_m_soc"": 0.169054, ""irrecoverable_carbon_biomass"": 0.13258, ""aoh_richness_birds"": 1.068836, ""aoh_richness_mammals"": 1.759278}","{""irrecoverable_carbon_m_soc"": 0.322, ""T6.1.web.map_v1.0"": 0.7193, ""T6.3.web.map_v1.0"": 0.4211, ""T6.2.web.alt_v2.0"": 0.3406, ""T4.4.web.orig_v1.0"": 0.3075, ""S1.1_SF1.1.web.merged_v3"": 0.2857, ""TF1.6_TF1.7.web.merged_v3"": 0.2091, ""SF1.2.web.orig_v1.0"": 0.2028, ""T5.1.web.mix_v1.0"": 0.1893, ""F1.3.web.map_v1.0"": 0.1837, ""T2.2.web.mix_v1.0"": 0.158, ""T6.4.web.orig_v1.0"": 0.1, ""F2.4.web.mix_v1.0"": 0.1, ""T2.1.web.mix_v1.0"": 0.1}","{""climate_type_macrorefugia"": 0.5, ""transboundary_connectivity"": 0.083333, ""climate_corridors"": 0.083333, ""irrecoverable_carbon_m_soc"": 0.112438, ""irrecoverable_carbon_biomass"": 0.054228, ""aoh_richness_birds"": 0.083333, ""aoh_richness_mammals"": 0.083333}",50,0.05,0.02,0.05,0.0001,2,1e-9 / AB re-run 2026-09-03 (0 cells zeroed),mga_maxham_v1,v2_8db80fed1c702638,gurobi,deterministic (MGA warm-start chain; no RNG),"{""human_modification"": ""25412ff8ff9946d453faf85ccd681fad9a4b2f0cc93f419432a4da8fea6d3933"", ""transboundary_connectivity"": ""5b2abbebddd734d733eaa625c0e7690cb1bbbbd7de83a3cf5e76c99acbbd7033"", ""climate_corridors"": ""ecd96fe7f2659c81c0d8cd85ec18b6bade2dd0b4e6fa835823172eb50d2b1e56"", ""climate_type_macrorefugia"": ""73ae969dd3064a41a1e6a110e4050c39262477a6ac419a2bd157cfd51fc2909c"", ""irrecoverable_carbon_biomass"": ""33cf20e0b2adb115e7ad4d755490136930b138e998759c04cb87c92fddf470c8"", ""irrecoverable_carbon_m_soc"": ""b34186921d77bfc98b664d5bbf2ee896010c21bc4b049135358ef540cc5fb1a2"", ""aoh_richness_mammals"": ""b85a1511e118deb16539c165bef93be270c3c7042f03424900879bae0ec31849"", ""aoh_richness_birds"": ""6e9f8e8a8894af775297ba2f18b5b4a777047837ed2a086c7bf090010f39526b"", ""F1.3.web.map_v1.0"": ""941628ba01ffb13551cba2313cbd0fc7ffacef1b80341c4f8196d3f394a3f76a"", ""F2.4.web.mix_v1.0"": ""f70d4978820d8aee7d2fc28e40d3e04f6870bf6139ff9404de7c88fccaecd1ae"", ""S1.1_SF1.1.web.merged_v3"": ""231cf018ed9bff5f35b0c93619537c32de9631a5233fee58b97bb913e99c46e8"", ""SF1.2.web.orig_v1.0"": ""dd6e87141363776ec725ec0f5374c6d5834e3dc1b652ceea96d0c9a3e1aff151"", ""T2.1.web.mix_v1.0"": ""9d46054a5cfd725bd314a2a96e9394d1bcaaf5f7621f427809e3070877b1fb1c"", ""T2.2.web.mix_v1.0"": ""f97a8f67c54235f02e409620b567d18ac51f9a83c2de5fbf9e2883ba322cf130"", ""T4.4.web.orig_v1.0"": ""8e1029201e989df66098c37f795b65848a3acb36b7206b55173984f65e21ee80"", ""T5.1.web.mix_v1.0"": ""2884db5c8cf7dee8259120359555709732ce9faf4e12ab2a521ed712c288351f"", ""T6.1.web.map_v1.0"": ""8669f2b5b48cc3e71e008de45b7dde1184a3c3b2e93ce42758bd77758877760f"", ""T6.2.web.alt_v2.0"": ""f8be998a2a58822a18e2c416dd266db7d137272375a1bb23eba06e7d11bd5e01"", ""T6.3.web.map_v1.0"": ""6f56e431233fee946a1874f8319b0a422f93039793abcd07010002fdf28e9bcb"", ""T6.4.web.orig_v1.0"": ""4710b196c015bef9dd015b30903d3c04adc5d882a79578e143b94a784c005240"", ""TF1.6_TF1.7.web.merged_v3"": ""ada908375f6309cb35794d8d1754b8e740812f85c149ca577b88ffe3c50fa0e7""}",,,,3e8b8b96b9ae3105080f0185554e13b9d1595c87,"{""config.py"": ""95832c6d4fa10d34e770047167eea4465acbadf7f00146242d03d0272aa76c42"", ""leverage_core.py"": ""e55e09639eaa8cb7ff8a19cc5232f6db4847b899000ae1f6ed10601219fd589d"", ""ensemble_core.py"": ""aa138bb7cd5c0b886049937c477c125e6effcef58b63a87694e8ab911fe07cf0"", ""prioritizr_core.R"": ""2ce740e9d22f7f63b3b760c054e7455af38855a7ba12f638a66c2f2a8dba6f5f"", ""mga_core.R"": ""7a65f937e91d8a745da0b18d47884053be9cf062fb1c91b2473a11493655ec1f""}",2026-09-15T18:17:27.784822+00:00,True,s1_ssp585_theta5,design,"D-AB13: guarded g = 5% (mirror) unless the 5% frequent tier is flat (< 100 km2), then g = 2% (D-AB10); decided in 11",3.1,v3,c8ee930b64e00bcaa835fb14d7ab6e9619db39b888a4a30d01f5df5e87cb4565,"[""F1.3.web.map_v1.0"", ""F2.4.web.mix_v1.0"", ""S1.1_SF1.1.web.merged_v3"", ""SF1.2.web.orig_v1.0"", ""T2.1.web.mix_v1.0"", ""T2.2.web.mix_v1.0"", ""T4.4.web.orig_v1.0"", ""T5.1.web.mix_v1.0"", ""T6.1.web.map_v1.0"", ""T6.2.web.alt_v2.0"", ""T6.3.web.map_v1.0"", ""T6.4.web.orig_v1.0"", ""TF1.6_TF1.7.web.merged_v3""]",loglinear_window250km_alberta_extent,v1 0fc766674b2cb44a,AB spec v0.5 (parent study plan v0.17-v0.17.3; R7.9-R7.11 / R10.18): R0 curation 27 -> 15 classes / 13 features + window-derived targets
s2,S2_connectivity,ssp585_2071_2100,theta5_amount,ab_l,ab_y2y_v1,v0.5,"pa_mask (inherited, D-AB2)",locked + X*unlocked (D-AB5 v2),A,38055,0.4470064487331587,"{""climate_type_macrorefugia"": 0.672271, ""transboundary_connectivity"": 0.595057, ""climate_corridors"": 3.104501, ""irrecoverable_carbon_m_soc"": 0.141961, ""irrecoverable_carbon_biomass"": 0.111333, ""aoh_richness_birds"": 0.897542, ""aoh_richness_mammals"": 1.477333}","{""irrecoverable_carbon_m_soc"": 0.322, ""T6.1.web.map_v1.0"": 0.7193, ""T6.3.web.map_v1.0"": 0.4211, ""T6.2.web.alt_v2.0"": 0.3406, ""T4.4.web.orig_v1.0"": 0.3075, ""S1.1_SF1.1.web.merged_v3"": 0.2857, ""TF1.6_TF1.7.web.merged_v3"": 0.2091, ""SF1.2.web.orig_v1.0"": 0.2028, ""T5.1.web.mix_v1.0"": 0.1893, ""F1.3.web.map_v1.0"": 0.1837, ""T2.2.web.mix_v1.0"": 0.158, ""T6.4.web.orig_v1.0"": 0.1, ""F2.4.web.mix_v1.0"": 0.1, ""T2.1.web.mix_v1.0"": 0.1}","{""climate_type_macrorefugia"": 0.166667, ""transboundary_connectivity"": 0.25, ""climate_corridors"": 0.25, ""irrecoverable_carbon_m_soc"": 0.112438, ""irrecoverable_carbon_biomass"": 0.054228, ""aoh_richness_birds"": 0.083333, ""aoh_richness_mammals"": 0.083333}",50,0.05,0.02,0.05,0.0001,2,1e-9 / AB re-run 2026-09-03 (0 cells zeroed),mga_maxham_v1,v2_8db80fed1c702638,gurobi,deterministic (MGA warm-start chain; no RNG),"{""human_modification"": ""25412ff8ff9946d453faf85ccd681fad9a4b2f0cc93f419432a4da8fea6d3933"", ""transboundary_connectivity"": ""5b2abbebddd734d733eaa625c0e7690cb1bbbbd7de83a3cf5e76c99acbbd7033"", ""climate_corridors"": ""ecd96fe7f2659c81c0d8cd85ec18b6bade2dd0b4e6fa835823172eb50d2b1e56"", ""climate_type_macrorefugia"": ""73ae969dd3064a41a1e6a110e4050c39262477a6ac419a2bd157cfd51fc2909c"", ""irrecoverable_carbon_biomass"": ""33cf20e0b2adb115e7ad4d755490136930b138e998759c04cb87c92fddf470c8"", ""irrecoverable_carbon_m_soc"": ""b34186921d77bfc98b664d5bbf2ee896010c21bc4b049135358ef540cc5fb1a2"", ""aoh_richness_mammals"": ""b85a1511e118deb16539c165bef93be270c3c7042f03424900879bae0ec31849"", ""aoh_richness_birds"": ""6e9f8e8a8894af775297ba2f18b5b4a777047837ed2a086c7bf090010f39526b"", ""F1.3.web.map_v1.0"": ""941628ba01ffb13551cba2313cbd0fc7ffacef1b80341c4f8196d3f394a3f76a"", ""F2.4.web.mix_v1.0"": ""f70d4978820d8aee7d2fc28e40d3e04f6870bf6139ff9404de7c88fccaecd1ae"", ""S1.1_SF1.1.web.merged_v3"": ""231cf018ed9bff5f35b0c93619537c32de9631a5233fee58b97bb913e99c46e8"", ""SF1.2.web.orig_v1.0"": ""dd6e87141363776ec725ec0f5374c6d5834e3dc1b652ceea96d0c9a3e1aff151"", ""T2.1.web.mix_v1.0"": ""9d46054a5cfd725bd314a2a96e9394d1bcaaf5f7621f427809e3070877b1fb1c"", ""T2.2.web.mix_v1.0"": ""f97a8f67c54235f02e409620b567d18ac51f9a83c2de5fbf9e2883ba322cf130"", ""T4.4.web.orig_v1.0"": ""8e1029201e989df66098c37f795b65848a3acb36b7206b55173984f65e21ee80"", ""T5.1.web.mix_v1.0"": ""2884db5c8cf7dee8259120359555709732ce9faf4e12ab2a521ed712c288351f"", ""T6.1.web.map_v1.0"": ""8669f2b5b48cc3e71e008de45b7dde1184a3c3b2e93ce42758bd77758877760f"", ""T6.2.web.alt_v2.0"": ""f8be998a2a58822a18e2c416dd266db7d137272375a1bb23eba06e7d11bd5e01"", ""T6.3.web.map_v1.0"": ""6f56e431233fee946a1874f8319b0a422f93039793abcd07010002fdf28e9bcb"", ""T6.4.web.orig_v1.0"": ""4710b196c015bef9dd015b30903d3c04adc5d882a79578e143b94a784c005240"", ""TF1.6_TF1.7.web.merged_v3"": ""ada908375f6309cb35794d8d1754b8e740812f85c149ca577b88ffe3c50fa0e7""}",,,,3e8b8b96b9ae3105080f0185554e13b9d1595c87,"{""config.py"": ""95832c6d4fa10d34e770047167eea4465acbadf7f00146242d03d0272aa76c42"", ""leverage_core.py"": ""e55e09639eaa8cb7ff8a19cc5232f6db4847b899000ae1f6ed10601219fd589d"", ""ensemble_core.py"": ""aa138bb7cd5c0b886049937c477c125e6effcef58b63a87694e8ab911fe07cf0"", ""prioritizr_core.R"": ""2ce740e9d22f7f63b3b760c054e7455af38855a7ba12f638a66c2f2a8dba6f5f"", ""mga_core.R"": ""7a65f937e91d8a745da0b18d47884053be9cf062fb1c91b2473a11493655ec1f""}",2026-09-15T18:17:27.784822+00:00,True,s2_ssp585_theta5,design,"D-AB13: guarded g = 5% (mirror) unless the 5% frequent tier is flat (< 100 km2), then g = 2% (D-AB10); decided in 11",3.1,v3,c8ee930b64e00bcaa835fb14d7ab6e9619db39b888a4a30d01f5df5e87cb4565,"[""F1.3.web.map_v1.0"", ""F2.4.web.mix_v1.0"", ""S1.1_SF1.1.web.merged_v3"", ""SF1.2.web.orig_v1.0"", ""T2.1.web.mix_v1.0"", ""T2.2.web.mix_v1.0"", ""T4.4.web.orig_v1.0"", ""T5.1.web.mix_v1.0"", ""T6.1.web.map_v1.0"", ""T6.2.web.alt_v2.0"", ""T6.3.web.map_v1.0"", ""T6.4.web.orig_v1.0"", ""TF1.6_TF1.7.web.merged_v3""]",loglinear_window250km_alberta_extent,v1 0fc766674b2cb44a,AB spec v0.5 (parent study plan v0.17-v0.17.3; R7.9-R7.11 / R10.18): R0 curation 27 -> 15 classes / 13 features + window-derived targets
s3,S3_biodiversity,ssp585_2071_2100,theta5_amount,ab_l,ab_y2y_v1,v0.5,"pa_mask (inherited, D-AB2)",locked + X*unlocked (D-AB5 v2),A,38055,0.4470064487331587,"{""climate_type_macrorefugia"": 0.506917, ""transboundary_connectivity"": 0.149565, ""climate_corridors"": 0.780304, ""irrecoverable_carbon_m_soc"": 0.107044, ""irrecoverable_carbon_biomass"": 0.083949, ""aoh_richness_birds"": 2.030336, ""aoh_richness_mammals"": 3.341884}","{""irrecoverable_carbon_m_soc"": 0.322, ""T6.1.web.map_v1.0"": 0.7193, ""T6.3.web.map_v1.0"": 0.4211, ""T6.2.web.alt_v2.0"": 0.3406, ""T4.4.web.orig_v1.0"": 0.3075, ""S1.1_SF1.1.web.merged_v3"": 0.2857, ""TF1.6_TF1.7.web.merged_v3"": 0.2091, ""SF1.2.web.orig_v1.0"": 0.2028, ""T5.1.web.mix_v1.0"": 0.1893, ""F1.3.web.map_v1.0"": 0.1837, ""T2.2.web.mix_v1.0"": 0.158, ""T6.4.web.orig_v1.0"": 0.1, ""F2.4.web.mix_v1.0"": 0.1, ""T2.1.web.mix_v1.0"": 0.1}","{""climate_type_macrorefugia"": 0.166667, ""transboundary_connectivity"": 0.083333, ""climate_corridors"": 0.083333, ""irrecoverable_carbon_m_soc"": 0.112438, ""irrecoverable_carbon_biomass"": 0.054228, ""aoh_richness_birds"": 0.25, ""aoh_richness_mammals"": 0.25}",50,0.05,0.02,0.05,0.0001,2,1e-9 / AB re-run 2026-09-03 (0 cells zeroed),mga_maxham_v1,v2_8db80fed1c702638,gurobi,deterministic (MGA warm-start chain; no RNG),"{""human_modification"": ""25412ff8ff9946d453faf85ccd681fad9a4b2f0cc93f419432a4da8fea6d3933"", ""transboundary_connectivity"": ""5b2abbebddd734d733eaa625c0e7690cb1bbbbd7de83a3cf5e76c99acbbd7033"", ""climate_corridors"": ""ecd96fe7f2659c81c0d8cd85ec18b6bade2dd0b4e6fa835823172eb50d2b1e56"", ""climate_type_macrorefugia"": ""73ae969dd3064a41a1e6a110e4050c39262477a6ac419a2bd157cfd51fc2909c"", ""irrecoverable_carbon_biomass"": ""33cf20e0b2adb115e7ad4d755490136930b138e998759c04cb87c92fddf470c8"", ""irrecoverable_carbon_m_soc"": ""b34186921d77bfc98b664d5bbf2ee896010c21bc4b049135358ef540cc5fb1a2"", ""aoh_richness_mammals"": ""b85a1511e118deb16539c165bef93be270c3c7042f03424900879bae0ec31849"", ""aoh_richness_birds"": ""6e9f8e8a8894af775297ba2f18b5b4a777047837ed2a086c7bf090010f39526b"", ""F1.3.web.map_v1.0"": ""941628ba01ffb13551cba2313cbd0fc7ffacef1b80341c4f8196d3f394a3f76a"", ""F2.4.web.mix_v1.0"": ""f70d4978820d8aee7d2fc28e40d3e04f6870bf6139ff9404de7c88fccaecd1ae"", ""S1.1_SF1.1.web.merged_v3"": ""231cf018ed9bff5f35b0c93619537c32de9631a5233fee58b97bb913e99c46e8"", ""SF1.2.web.orig_v1.0"": ""dd6e87141363776ec725ec0f5374c6d5834e3dc1b652ceea96d0c9a3e1aff151"", ""T2.1.web.mix_v1.0"": ""9d46054a5cfd725bd314a2a96e9394d1bcaaf5f7621f427809e3070877b1fb1c"", ""T2.2.web.mix_v1.0"": ""f97a8f67c54235f02e409620b567d18ac51f9a83c2de5fbf9e2883ba322cf130"", ""T4.4.web.orig_v1.0"": ""8e1029201e989df66098c37f795b65848a3acb36b7206b55173984f65e21ee80"", ""T5.1.web.mix_v1.0"": ""2884db5c8cf7dee8259120359555709732ce9faf4e12ab2a521ed712c288351f"", ""T6.1.web.map_v1.0"": ""8669f2b5b48cc3e71e008de45b7dde1184a3c3b2e93ce42758bd77758877760f"", ""T6.2.web.alt_v2.0"": ""f8be998a2a58822a18e2c416dd266db7d137272375a1bb23eba06e7d11bd5e01"", ""T6.3.web.map_v1.0"": ""6f56e431233fee946a1874f8319b0a422f93039793abcd07010002fdf28e9bcb"", ""T6.4.web.orig_v1.0"": ""4710b196c015bef9dd015b30903d3c04adc5d882a79578e143b94a784c005240"", ""TF1.6_TF1.7.web.merged_v3"": ""ada908375f6309cb35794d8d1754b8e740812f85c149ca577b88ffe3c50fa0e7""}",,,,3e8b8b96b9ae3105080f0185554e13b9d1595c87,"{""config.py"": ""95832c6d4fa10d34e770047167eea4465acbadf7f00146242d03d0272aa76c42"", ""leverage_core.py"": ""e55e09639eaa8cb7ff8a19cc5232f6db4847b899000ae1f6ed10601219fd589d"", ""ensemble_core.py"": ""aa138bb7cd5c0b886049937c477c125e6effcef58b63a87694e8ab911fe07cf0"", ""prioritizr_core.R"": ""2ce740e9d22f7f63b3b760c054e7455af38855a7ba12f638a66c2f2a8dba6f5f"", ""mga_core.R"": ""7a65f937e91d8a745da0b18d47884053be9cf062fb1c91b2473a11493655ec1f""}",2026-09-15T18:17:27.784822+00:00,True,s3_ssp585_theta5,design,"D-AB13: guarded g = 5% (mirror) unless the 5% frequent tier is flat (< 100 km2), then g = 2% (D-AB10); decided in 11",3.1,v3,c8ee930b64e00bcaa835fb14d7ab6e9619db39b888a4a30d01f5df5e87cb4565,"[""F1.3.web.map_v1.0"", ""F2.4.web.mix_v1.0"", ""S1.1_SF1.1.web.merged_v3"", ""SF1.2.web.orig_v1.0"", ""T2.1.web.mix_v1.0"", ""T2.2.web.mix_v1.0"", ""T4.4.web.orig_v1.0"", ""T5.1.web.mix_v1.0"", ""T6.1.web.map_v1.0"", ""T6.2.web.alt_v2.0"", ""T6.3.web.map_v1.0"", ""T6.4.web.orig_v1.0"", ""TF1.6_TF1.7.web.merged_v3""]",loglinear_window250km_alberta_extent,v1 0fc766674b2cb44a,AB spec v0.5 (parent study plan v0.17-v0.17.3; R7.9-R7.11 / R10.18): R0 curation 27 -> 15 classes / 13 features + window-derived targets
