band,plain km2,plain %disc,guarded km2,guarded %disc
"never [0.00, 0.05)",9139,15.988173754832841,9141,15.99167264393555
"rare [0.05, 0.30)",39887,69.78009481989469,39885,69.77659593079197
"conditional [0.30, 0.70)",7018,12.277601861409003,7018,12.277601861409003
"frequent [0.70, 0.95)",1030,1.801927887895593,1030,1.801927887895593
"always [0.95, 1.00]",87,0.1522016759678802,87,0.1522016759678802
