theme,top-value footprint km2,% of unprotected land,% of footprint in core,% of footprint in scenario tiers,% of footprint in opportunity,% of footprint in never
core habitat,324566,30.0000462156329,5.077549712539207,10.28912455401983,84.63332573344097,0.0
connectivity,324567,30.0001386468987,0.7499222040441573,4.630785015112442,94.6192927808434,0.0
biodiversity,324641,30.006978560567898,2.870863507690033,5.052042101891012,92.07709439041895,0.0
carbon,324566,30.0000462156329,1.993431228163147,9.305657400960051,88.69136015479133,0.009551216085480303
intactness,324568,30.0002310781645,1.5090828424243918,4.8754036134184515,93.57546030415814,0.04005323999901408
representativeness,32108,2.9677830823054205,4.288650803538059,12.482870312694656,83.22847888376728,0.0
representativeness — 36 rare-attainable classes (NOT used),834226,77.10856514324536,1.99574216099714,5.859802979048843,92.0690556276117,0.07539923234231491
