band,unguarded km2,unguarded %disc,guarded km2,guarded %disc,SSP585 only km2,SSP585 only %disc,SSP245 only km2,SSP245 only %disc
"never [0.00, 0.05)",17480,1.6156985261834669,141237,13.054714687790291,143149,13.231443267999834,191924,17.739778257393347
"rare [0.05, 0.30)",968313,89.50239628056586,777875,71.89997088415127,777355,71.85190662593529,720213,66.57019923559344
"conditional [0.30, 0.70)",89786,8.299033631116062,145878,13.48368819236795,144073,13.316849757599005,141136,13.045379129944495
"frequent [0.70, 0.95)",6306,0.5828715621346077,14658,1.3548574940959528,14754,1.36373089561275,22671,2.0955092269511084
"always [0.95, 1.00]",0,0.0,2237,0.20676874159453176,2554,0.23606945285312209,5941,0.5491341501176188
