number,name,act,act_v16,n_components,driving_label,driving,area_km2,mean_guarded_F,min_guarded_F,pct_core habitat,pct_connectivity,pct_biodiversity,pct_carbon,pct_representativeness,pct_intactness,efg_classes_present,driver_m_soc theta-tail,driver_connectivity spike (top 0.2%),driver_refugia densest (area-matched to the m_soc tail),driver_rare-attainable EFG footprint,driver_rarest-EFG footprint (<= 1% of PU each),pct_adequacy_forced,pct_forced_any_formulation,adequacy_pin,adequacy_pin_class,mean_lat,pct_within_5km_of_PA,pct_in_proposed_IPCA,n_formulations_frequent
,W of Frank Church River Of No Return Wilderness (45.0°N 115.6°W),Act 2,Act 3 scenario,2,Core-habitat-forward,s1,1236.0,0.5709620714187622,0.24183009564876556,0.9445682168006897,0.29707232117652893,0.8497354984283447,0.4051079750061035,0.7849854826927185,0.3843105137348175,11,0.0,0.16181229773462785,44.579288025889966,100.0,0.0,,,False,,45.1645393371582,50.80906148867314,0.0,4
,NE of Tū Łī́dlini (Ross River) (65.3°N 128.2°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,1120.0,0.3410159945487976,0.08169934898614883,0.059898704290390015,0.4577334225177765,0.04947994276881218,0.8091146945953369,0.3604087233543396,0.7067787051200867,7,99.82142857142857,0.0,0.0,51.60714285714286,0.0,,,False,,65.29806518554688,0.0,0.0,2
,SW of Wells Gray Park (51.7°N 120.3°W),Act 2,Act 3 scenario,3,Core-habitat-forward,s1,999.0,0.5861172080039978,0.3415032625198364,0.9373924732208252,0.32820722460746765,0.898001492023468,0.4935184121131897,0.7187861800193787,0.1071784719824791,10,0.0,0.0,18.41841841841842,85.68568568568568,3.303303303303303,,,False,,51.554561614990234,28.928928928928926,0.0,3
,SW of Bridger Wilderness (42.1°N 110.7°W),Act 2,Act 3 scenario,2,Core-habitat-forward,s1,910.0,0.5815431475639343,0.41339871287345886,0.9522784352302551,0.2166665494441986,0.5893950462341309,0.29727688431739807,0.8653847575187683,0.2565408945083618,22,0.0,2.417582417582418,0.0,100.0,100.0,,,False,,42.17927551269531,0.0,0.0,2
,W of Eagle Cap Wilderness (44.9°N 118.3°W),Act 2,Act 3 scenario,1,Core-habitat-forward,s1,715.0,0.5516728758811951,0.38562092185020447,0.958301305770874,0.23722800612449646,0.9256004691123962,0.28871774673461914,0.8220244646072388,0.25242409110069275,13,0.0,0.0,25.734265734265733,100.0,0.0,,,False,,44.93935012817383,15.524475524475525,0.0,2
,S of Gros Ventre Wilderness (43.2°N 110.2°W),Act 2,Act 3 scenario,1,Core-habitat-forward,s1,694.0,0.5902672410011292,0.39052286744117737,0.9230795502662659,0.12993991374969482,0.597471296787262,0.3580038547515869,0.939321756362915,0.31401434540748596,22,0.0,0.0,0.7204610951008645,100.0,85.73487031700289,,,False,,43.155738830566406,19.740634005763688,0.0,3
,NE of Nahanni National Park Reserve Of Canada (62.2°N 125.3°W),Act 2,Act 3 scenario,2,Carbon-forward,s4,480.0,0.2866523861885071,0.10130719095468521,0.18991537392139435,0.8560808300971985,0.09425174444913864,0.7806440591812134,0.47442612051963806,0.8848494291305542,6,89.79166666666667,0.0,0.0,100.0,0.0,,,False,,62.20733642578125,17.291666666666668,0.0,2
,N of Qat'Muk (50.7°N 116.6°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,436.0,0.6292760968208313,0.30228760838508606,0.966227114200592,0.2249296009540558,0.545242428779602,0.7600468397140503,0.8680031895637512,0.7154260873794556,13,10.77981651376147,0.0,70.64220183486239,100.0,0.9174311926605505,,,False,,50.66379928588867,10.550458715596331,42.6605504587156,4
,NE of Nááts’Ihch’Oh National Park Reserve Of Canada (64.8°N 126.1°W),Act 2,Act 3 scenario,2,Carbon-forward,s4,421.0,0.2218768149614334,0.04575163498520851,0.032200515270233154,0.4377744495868683,0.07726458460092545,0.7916547060012817,0.4572378993034363,0.6494600772857666,5,98.09976247030879,0.0,0.0,80.04750593824228,0.0,,,False,,64.726318359375,0.0,0.0,2
,N of Tū Łī́dlini (Ross River) (65.9°N 131.1°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,352.0,0.3895666003227234,0.08006536215543747,0.04253719747066498,0.5175394415855408,0.03329744189977646,0.8011031746864319,0.43010273575782776,0.6787768006324768,5,99.43181818181817,0.0,0.0,68.4659090909091,0.0,,,False,,65.89745330810547,0.0,0.0,2
,SE of Cabinet Mountains Wilderness (47.9°N 114.9°W),Act 2,Act 3 scenario,1,Core-habitat-forward,s1,315.0,0.5890911817550659,0.29738563299179077,0.9388331770896912,0.2933696210384369,0.906400740146637,0.43418630957603455,0.8512495756149292,0.3646342158317566,9,0.0,0.0,4.444444444444445,100.0,0.0,,,False,,47.86321258544922,0.0,0.0,3
11,NW of Bridger Wilderness (43.1°N 110.2°W),Act 2,Act 3 scenario,1,Biodiversity-forward,s3,297.0,0.6316872835159302,0.4754902124404907,0.9077950119972229,0.13912010192871094,0.5304126739501953,0.24569223821163177,0.9962707161903381,0.2930513620376587,21,0.0,0.0,0.0,100.0,100.0,,,False,,43.10893249511719,13.468013468013467,0.0,6
,W of Frank Church River Of No Return Wilderness (44.6°N 116.0°W),Act 2,Act 3 scenario,1,Core-habitat-forward,s1,281.0,0.582368016242981,0.3464052379131317,0.9163007140159607,0.2406444549560547,0.6395664215087891,0.4273621439933777,0.9451391696929932,0.11985233426094055,12,0.0,0.0,1.4234875444839856,100.0,0.0,,,False,,44.61531066894531,0.0,0.0,3
,NE of Eagle Cap Wilderness (45.4°N 117.2°W),Act 2,Act 3 scenario,1,Core-habitat-forward,s1,271.0,0.6123049855232239,0.3692810535430908,0.9097726941108704,0.2929384112358093,0.8353860378265381,0.3350185751914978,0.8705533742904663,0.22815056145191193,14,0.0,0.0,21.033210332103323,100.0,0.0,,,False,,45.352455139160156,45.75645756457565,0.0,4
,SE of Washakie Wilderness (43.9°N 109.3°W),Act 2,Act 3 scenario,2,Core-habitat-forward,s1,237.0,0.5302667021751404,0.343137264251709,0.9633177518844604,0.009017696604132652,0.4049719274044037,0.46407726407051086,0.9278141856193542,0.4485344886779785,13,0.0,0.0,48.9451476793249,100.0,0.42194092827004215,,,False,,44.06367492675781,51.89873417721519,0.0,4
12,SW of Frank Church River Of No Return Wilderness (44.4°N 116.3°W),Act 2,Act 3 scenario,1,Biodiversity-forward,s3,234.0,0.3838542401790619,0.014705882407724857,0.134889155626297,0.2370733916759491,0.43936052918434143,0.16450679302215576,0.9069761633872986,0.22339597344398499,12,0.0,0.0,0.0,100.0,98.71794871794873,,,False,,44.35268783569336,0.0,0.0,1
,SE of Tombstone Natural Environment Park (64.4°N 137.8°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,227.0,0.3345210552215576,0.11437908560037613,0.44865095615386963,0.8782975673675537,0.12041960656642914,0.7786580324172974,0.20850761234760284,0.7018373608589172,4,93.3920704845815,0.0,0.0,99.55947136563876,0.0,,,False,,64.37926483154297,0.0,0.0,2
,S of Purcell Wilderness Conservancy Park (49.6°N 116.5°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,204.0,0.6170143485069275,0.4183006286621094,0.851427435874939,0.37486594915390015,0.8911433219909668,0.458196759223938,0.8042479753494263,0.34776994585990906,8,0.0,0.0,3.431372549019608,100.0,0.0,,,False,,49.645118713378906,33.82352941176471,0.0,6
,E of Liard River Corridor Park (59.6°N 123.9°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,183.0,0.27092039585113525,0.17810459434986115,0.2681293189525604,0.3883380591869354,0.5963499546051025,0.9694073796272278,0.45885521173477173,0.30351558327674866,6,75.40983606557377,0.0,0.0,100.0,0.0,,,False,,59.579833984375,0.0,0.0,2
,SW of Tahltan - Sacred Headwaters (Klappan) (56.8°N 129.4°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,162.0,0.6198257207870483,0.3464052677154541,0.9675698280334473,0.5197063684463501,0.251878559589386,0.6597473621368408,0.7478823661804199,0.917059063911438,7,0.0,0.0,59.25925925925925,100.0,0.0,,,False,,56.75520324707031,0.0,0.0,4
,S of Mount Robson Park (52.4°N 118.5°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,160.0,0.5418096780776978,0.11928105354309082,0.8163835406303406,0.4353513717651367,0.4379555284976959,0.7615458369255066,0.980921745300293,0.6980619430541992,13,13.125,0.0,12.5,100.0,8.125,,,False,,52.410362243652344,15.625,0.0,4
,NW of Banff National Park Of Canada (51.8°N 117.1°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,139.0,0.5950533747673035,0.2908496856689453,0.9332507252693176,0.31250274181365967,0.4705021381378174,0.7941797971725464,0.9681335091590881,0.6844673156738281,12,7.913669064748201,0.7194244604316548,44.60431654676259,100.0,7.913669064748201,,,False,,51.752071380615234,15.827338129496402,0.0,3
,T’akú Tlatsini (Taku River Tlingit) vicinity (58.4°N 131.4°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,134.0,0.664764404296875,0.5702614188194275,0.9871726036071777,0.6537739634513855,0.14643239974975586,0.7517472505569458,0.7467472553253174,0.5849437713623047,7,32.08955223880597,0.0,100.0,100.0,0.0,,,False,,58.43706130981445,0.0,53.73134328358209,5
,W of Nahanni National Park Reserve Of Canada (61.7°N 127.9°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,132.0,0.3149757385253906,0.18137256801128387,0.3889777958393097,0.8350844383239746,0.15322557091712952,0.7839215397834778,0.6692931056022644,0.8399648666381836,8,97.72727272727273,0.0,0.0,100.0,2.272727272727273,,,False,,61.6706428527832,0.0,0.0,2
9,S of Purcell Wilderness Conservancy Park (49.6°N 116.5°W),Act 2,Act 3 scenario,1,Connectivity-forward,s2,126.0,0.6247146129608154,0.4183006286621094,0.8556934595108032,0.39456599950790405,0.9060276746749878,0.45366987586021423,0.8096377849578857,0.32502272725105286,7,0.0,0.0,2.380952380952381,100.0,0.0,,,False,,49.593727111816406,32.53968253968254,0.0,6
,Tū Łī́dlini (Ross River) vicinity (61.4°N 131.1°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,123.0,0.3620941638946533,0.15849675238132477,0.6626425385475159,0.6382195949554443,0.1921810507774353,0.8192098140716553,0.5318859219551086,0.7908662557601929,5,92.6829268292683,0.0,0.0,100.0,0.0,,,False,,61.407386779785156,0.0,100.0,2
,S of Don Getty Wildland (50.0°N 114.7°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,116.0,0.5822910070419312,0.5114378929138184,0.9365591406822205,0.29772645235061646,0.4538583755493164,0.8307532668113708,0.7218366265296936,0.34243243932724,8,45.689655172413794,0.0,11.206896551724139,100.0,0.0,,,False,,49.96708679199219,6.896551724137931,0.0,3
,SE of Fishing Branch Wilderness Preserve (65.8°N 135.1°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,113.0,0.23331311345100403,0.16993464529514313,0.04206184670329094,0.6305520534515381,0.14492544531822205,0.8339453339576721,0.17457900941371918,0.603069007396698,3,100.0,0.0,0.0,10.619469026548673,0.0,,,False,,65.79808044433594,0.0,0.0,2
,W of Bridger Wilderness (43.1°N 110.2°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,111.0,0.6513130068778992,0.5228758454322815,0.9171229600906372,0.15041375160217285,0.5062954425811768,0.2315625250339508,0.9960985779762268,0.2908346951007843,19,0.0,0.0,0.0,100.0,100.0,,,False,,43.05195617675781,0.0,0.0,8
,NE of Dene Kʼéh Kusān (59.8°N 125.5°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,111.0,0.25886180996894836,0.1388889104127884,0.37101054191589355,0.6746023297309875,0.18544413149356842,0.801722526550293,0.348337322473526,0.8875417113304138,5,98.1981981981982,0.0,0.0,21.62162162162162,0.0,,,False,,59.770057678222656,0.0,55.85585585585585,2
10,S of Jasper National Park Of Canada (51.9°N 117.8°W),Act 2,Act 3 scenario,1,Connectivity-forward,s2,105.0,0.5744942426681519,0.4264706075191498,0.8337621688842773,0.6605005264282227,0.5741169452667236,0.6468134522438049,0.976908266544342,0.7257235646247864,11,0.0,52.38095238095239,1.9047619047619049,100.0,0.0,,,False,,51.94158935546875,9.523809523809524,0.0,4
,E of White Goat (52.3°N 116.6°W),Act 2,Act 3 scenario,1,Core-habitat-forward,s1,104.0,0.5400798320770264,0.2679738700389862,0.9602330923080444,0.3173459470272064,0.5453363060951233,0.7547839283943176,0.7337511777877808,0.9198296070098877,9,13.461538461538462,0.0,53.84615384615385,100.0,0.0,,,False,,52.288902282714844,42.30769230769231,0.0,1
,E of Wenaha Tucannon Wilderness (46.4°N 116.7°W),Act 2,Act 3 scenario,1,Biodiversity-forward,s3,101.0,0.45589855313301086,0.02450980432331562,0.008951318450272083,0.2900193929672241,0.673470139503479,0.2604029178619385,0.9498404264450073,0.060877475887537,12,0.0,0.9900990099009901,0.0,100.0,96.03960396039604,,,False,,46.37192153930664,0.0,0.0,3
,S of Purcell Wilderness Conservancy Park (49.5°N 116.5°W),Act 2,Act 3 scenario,1,Biodiversity-forward,s3,101.0,0.6357665061950684,0.4183006286621094,0.8418974280357361,0.3630043566226959,0.9268382787704468,0.4193401634693146,0.8217843770980835,0.2880137860774994,8,0.0,0.0,0.0,100.0,0.0,,,False,,49.5468635559082,25.742574257425744,0.0,6
,SW of Jedediah Smith Wilderness (43.0°N 111.6°W),Act 2,Act 3 scenario,1,Core-habitat-forward,s1,100.0,0.5713398456573486,0.3415032625198364,0.8743886351585388,0.3884062170982361,0.6088493466377258,0.16534970700740814,0.9447923302650452,0.21162332594394684,14,0.0,0.0,0.0,100.0,98.0,,,False,,42.959754943847656,0.0,0.0,3
,E of White Goat (52.3°N 116.5°W),Act 2,Act 3 scenario,1,Carbon-forward,s4,100.0,0.5222875475883484,0.32516342401504517,0.9502587914466858,0.2654101252555847,0.4248376786708832,0.813424825668335,0.8054229617118835,0.8247675895690918,9,47.0,6.0,21.0,100.0,0.0,,,False,,52.3367805480957,2.0,0.0,2
